Gene.ID,Gene.Name,Time,Treatment,Replicate,Normalized.Counts
WP_011131664.1,efp,36,HV,B,84
WP_011131664.1,efp,36,HV,C,48
WP_011131665.1,accB,0,C,A,6086
WP_011131665.1,accB,0,C,B,6815
WP_011131665.1,accB,0,C,C,7355
WP_011131665.1,accB,0,HV,A,5133
WP_011131665.1,accB,0,HV,B,4275
WP_011131665.1,accB,0,HV,C,9436
WP_011131665.1,accB,12,C,A,8798
WP_011131665.1,accB,12,C,B,8471
WP_011131665.1,accB,12,C,C,7645
WP_011131665.1,accB,12,HV,A,1818
WP_011131665.1,accB,12,HV,B,3819
WP_011131665.1,accB,12,HV,C,1577
WP_011131665.1,accB,24,HV,A,158
WP_011131665.1,accB,24,HV,B,131
WP_011131665.1,accB,24,HV,C,82
WP_011131665.1,accB,24,C,A,10314
WP_011131665.1,accB,24,C,B,9210
WP_011131665.1,accB,36,C,A,9259
WP_011131665.1,accB,36,C,B,5518
WP_011131665.1,accB,36,C,C,10425
WP_011131665.1,accB,36,HV,A,61
WP_011131665.1,accB,36,HV,B,110
WP_011131665.1,accB,36,HV,C,46
WP_011131666.1,pdxA,0,C,A,853
WP_011131666.1,pdxA,0,C,B,1072
WP_011131666.1,pdxA,0,C,C,1041
WP_011131666.1,pdxA,0,HV,A,852
WP_011131666.1,pdxA,0,HV,B,866
WP_011131666.1,pdxA,0,HV,C,1663
WP_011131666.1,pdxA,12,C,A,2100
WP_011131666.1,pdxA,12,C,B,1695
WP_011131666.1,pdxA,12,C,C,1963
WP_011131666.1,pdxA,12,HV,A,471
WP_011131666.1,pdxA,12,HV,B,1468
WP_011131666.1,pdxA,12,HV,C,730
WP_011131666.1,pdxA,24,HV,A,58
WP_011131666.1,pdxA,24,HV,B,47
WP_011131666.1,pdxA,24,HV,C,47
WP_011131666.1,pdxA,24,C,A,1388
WP_011131666.1,pdxA,24,C,B,1584
WP_011131666.1,pdxA,36,C,A,1409
WP_011131666.1,pdxA,36,C,B,1023
WP_011131666.1,pdxA,36,C,C,1852
WP_011131666.1,pdxA,36,HV,A,33
WP_011131666.1,pdxA,36,HV,B,42
WP_011131666.1,pdxA,36,HV,C,27
WP_011131671.1,PMM0033,0,C,A,1351
WP_011131671.1,PMM0033,0,C,B,2654
WP_011131671.1,PMM0033,0,C,C,985
WP_011131671.1,PMM0033,0,HV,A,1271
WP_011131671.1,PMM0033,0,HV,B,1347
WP_011131671.1,PMM0033,0,HV,C,1066
WP_011131671.1,PMM0033,12,C,A,3428
WP_011131671.1,PMM0033,12,C,B,2955
WP_011131671.1,PMM0033,12,C,C,2534
WP_011131671.1,PMM0033,12,HV,A,696
WP_011131671.1,PMM0033,12,HV,B,1461
WP_011131671.1,PMM0033,12,HV,C,544
WP_011131671.1,PMM0033,24,HV,A,38
WP_011131671.1,PMM0033,24,HV,B,22
WP_011131671.1,PMM0033,24,HV,C,28
WP_011131671.1,PMM0033,24,C,A,1330
WP_011131671.1,PMM0033,24,C,B,757
WP_011131671.1,PMM0033,36,C,A,2578
WP_011131671.1,PMM0033,36,C,B,1596
WP_011131671.1,PMM0033,36,C,C,3133
WP_011131671.1,PMM0033,36,HV,A,30
WP_011131671.1,PMM0033,36,HV,B,33
WP_011131671.1,PMM0033,36,HV,C,29
WP_011131674.1,cbiD,0,C,A,925
WP_011131674.1,cbiD,0,C,B,1030
WP_011131674.1,cbiD,0,C,C,1071
WP_011131674.1,cbiD,0,HV,A,579
WP_011131674.1,cbiD,0,HV,B,789
WP_011131674.1,cbiD,0,HV,C,1925
WP_011131674.1,cbiD,12,C,A,2578
WP_011131674.1,cbiD,12,C,B,2220
WP_011131674.1,cbiD,12,C,C,2300
WP_011131674.1,cbiD,12,HV,A,494
WP_011131674.1,cbiD,12,HV,B,1245
WP_011131674.1,cbiD,12,HV,C,601
WP_011131674.1,cbiD,24,HV,A,51
WP_011131674.1,cbiD,24,HV,B,29
WP_011131674.1,cbiD,24,HV,C,42
WP_011131674.1,cbiD,24,C,A,2359
WP_011131674.1,cbiD,24,C,B,2258
WP_011131674.1,cbiD,36,C,A,2418
WP_011131674.1,cbiD,36,C,B,1417
WP_011131674.1,cbiD,36,C,C,2890
WP_011131674.1,cbiD,36,HV,A,33
WP_011131674.1,cbiD,36,HV,B,67
WP_011131674.1,cbiD,36,HV,C,22
WP_011131675.1,guaA,0,C,A,1171
WP_011131675.1,guaA,0,C,B,1544
WP_011131675.1,guaA,0,C,C,1648
WP_011131675.1,guaA,0,HV,A,1005
WP_011131675.1,guaA,0,HV,B,1115
WP_011131675.1,guaA,0,HV,C,2376
WP_011131675.1,guaA,12,C,A,9367
WP_011131675.1,guaA,12,C,B,6811
WP_011131675.1,guaA,12,C,C,7280
WP_011131675.1,guaA,12,HV,A,1827
WP_011131675.1,guaA,12,HV,B,3173
WP_011131675.1,guaA,12,HV,C,1355
WP_011131675.1,guaA,24,HV,A,51
WP_011131675.1,guaA,24,HV,B,51
WP_011131675.1,guaA,24,HV,C,54
WP_011131675.1,guaA,24,C,A,3480
WP_011131675.1,guaA,24,C,B,3048
WP_011131675.1,guaA,36,C,A,9097
WP_011131675.1,guaA,36,C,B,5328
WP_011131675.1,guaA,36,C,C,11081
WP_011131675.1,guaA,36,HV,A,53
WP_011131675.1,guaA,36,HV,B,125
WP_011131675.1,guaA,36,HV,C,56
WP_011131682.1,alaS,0,C,A,9249
WP_011131682.1,alaS,0,C,B,8848
WP_011131682.1,alaS,0,C,C,10786
WP_011131682.1,alaS,0,HV,A,6921
WP_011131682.1,alaS,0,HV,B,5446
WP_011131682.1,alaS,0,HV,C,14567
WP_011131682.1,alaS,12,C,A,12766
WP_011131682.1,alaS,12,C,B,9064
WP_011131682.1,alaS,12,C,C,8540
WP_011131682.1,alaS,12,HV,A,2411
WP_011131682.1,alaS,12,HV,B,7414
WP_011131682.1,alaS,12,HV,C,3784
WP_011131682.1,alaS,24,HV,A,414
WP_011131682.1,alaS,24,HV,B,286
WP_011131682.1,alaS,24,HV,C,153
WP_011131682.1,alaS,24,C,A,16269
WP_011131682.1,alaS,24,C,B,12719
WP_011131682.1,alaS,36,C,A,10393
WP_011131682.1,alaS,36,C,B,6516
WP_011131682.1,alaS,36,C,C,14604
WP_011131682.1,alaS,36,HV,A,104
WP_011131682.1,alaS,36,HV,B,227
WP_011131682.1,alaS,36,HV,C,138
WP_011131683.1,speA,0,C,A,907
WP_011131683.1,speA,0,C,B,1214
WP_011131683.1,speA,0,C,C,784
WP_011131683.1,speA,0,HV,A,673
WP_011131683.1,speA,0,HV,B,939
WP_011131683.1,speA,0,HV,C,1605
WP_011131683.1,speA,12,C,A,4266
WP_011131683.1,speA,12,C,B,3426
WP_011131683.1,speA,12,C,C,3009
WP_011131683.1,speA,12,HV,A,735
WP_011131683.1,speA,12,HV,B,3194
WP_011131683.1,speA,12,HV,C,1410
WP_011131683.1,speA,24,HV,A,122
WP_011131683.1,speA,24,HV,B,75
WP_011131683.1,speA,24,HV,C,65
WP_011131683.1,speA,24,C,A,1546
WP_011131683.1,speA,24,C,B,1045
WP_011131683.1,speA,36,C,A,2218
WP_011131683.1,speA,36,C,B,1448
WP_011131683.1,speA,36,C,C,2996
WP_011131683.1,speA,36,HV,A,26
WP_011131683.1,speA,36,HV,B,85
WP_011131683.1,speA,36,HV,C,39
WP_011131684.1,ndk,0,C,A,5767
WP_011131684.1,ndk,0,C,B,5623
WP_011131684.1,ndk,0,C,C,6940
WP_011131684.1,ndk,0,HV,A,4942
WP_011131684.1,ndk,0,HV,B,3973
WP_011131684.1,ndk,0,HV,C,9591
WP_011131684.1,ndk,12,C,A,3127
WP_011131684.1,ndk,12,C,B,2006
WP_011131684.1,ndk,12,C,C,2972
WP_011131684.1,ndk,12,HV,A,1160
WP_011131684.1,ndk,12,HV,B,1961
WP_011131684.1,ndk,12,HV,C,1006
WP_011131684.1,ndk,24,HV,A,115
WP_011131684.1,ndk,24,HV,B,84
WP_011131684.1,ndk,24,HV,C,36
WP_011131684.1,ndk,24,C,A,10962
WP_011131684.1,ndk,24,C,B,11004
WP_011131684.1,ndk,36,C,A,3384
WP_011131684.1,ndk,36,C,B,2642
WP_011131684.1,ndk,36,C,C,3629
WP_011131684.1,ndk,36,HV,A,38
WP_011131684.1,ndk,36,HV,B,50
WP_011131684.1,ndk,36,HV,C,31
WP_011131685.1,thiO,0,C,A,1024
WP_011131685.1,thiO,0,C,B,1110
WP_011131685.1,thiO,0,C,C,997
WP_011131685.1,thiO,0,HV,A,912
WP_011131685.1,thiO,0,HV,B,727
WP_011131685.1,thiO,0,HV,C,1505
WP_011131685.1,thiO,12,C,A,2153
WP_011131685.1,thiO,12,C,B,1560
WP_011131685.1,thiO,12,C,C,1389
WP_011131685.1,thiO,12,HV,A,459
WP_011131685.1,thiO,12,HV,B,1673
WP_011131685.1,thiO,12,HV,C,884
WP_011131685.1,thiO,24,HV,A,87
WP_011131685.1,thiO,24,HV,B,77
WP_011131685.1,thiO,24,HV,C,23
WP_011131685.1,thiO,24,C,A,1547
WP_011131685.1,thiO,24,C,B,1006
WP_011131685.1,thiO,36,C,A,1525
WP_011131685.1,thiO,36,C,B,955
WP_011131685.1,thiO,36,C,C,1963
WP_011131685.1,thiO,36,HV,A,22
WP_011131685.1,thiO,36,HV,B,22
WP_011131685.1,thiO,36,HV,C,20
WP_011131686.1,gatB,0,C,A,5638
WP_011131686.1,gatB,0,C,B,6107
WP_011131686.1,gatB,0,C,C,4564
WP_011131686.1,gatB,0,HV,A,4378
WP_011131686.1,gatB,0,HV,B,4238
WP_011131686.1,gatB,0,HV,C,6546
WP_011131686.1,gatB,12,C,A,7305
WP_011131686.1,gatB,12,C,B,5754
WP_011131686.1,gatB,12,C,C,7617
WP_011131686.1,gatB,12,HV,A,1788
WP_011131686.1,gatB,12,HV,B,3597
WP_011131686.1,gatB,12,HV,C,1832
WP_011131686.1,gatB,24,HV,A,124
WP_011131686.1,gatB,24,HV,B,89
WP_011131686.1,gatB,24,HV,C,75
WP_011131686.1,gatB,24,C,A,6209
WP_011131686.1,gatB,24,C,B,9021
WP_011131686.1,gatB,36,C,A,8578
WP_011131686.1,gatB,36,C,B,6342
WP_011131686.1,gatB,36,C,C,9144
WP_011131686.1,gatB,36,HV,A,78
WP_011131686.1,gatB,36,HV,B,106
WP_011131686.1,gatB,36,HV,C,55
WP_011131687.1,coaE,0,C,A,984
WP_011131687.1,coaE,0,C,B,1273
WP_011131687.1,coaE,0,C,C,747
WP_011131687.1,coaE,0,HV,A,500
WP_011131687.1,coaE,0,HV,B,918
WP_011131687.1,coaE,0,HV,C,1104
WP_011131687.1,coaE,12,C,A,1887
WP_011131687.1,coaE,12,C,B,1054
WP_011131687.1,coaE,12,C,C,900
WP_011131687.1,coaE,12,HV,A,332
WP_011131687.1,coaE,12,HV,B,1226
WP_011131687.1,coaE,12,HV,C,600
WP_011131687.1,coaE,24,HV,A,60
WP_011131687.1,coaE,24,HV,B,38
WP_011131687.1,coaE,24,HV,C,17
WP_011131687.1,coaE,24,C,A,1022
WP_011131687.1,coaE,24,C,B,643
WP_011131687.1,coaE,36,C,A,1049
WP_011131687.1,coaE,36,C,B,503
WP_011131687.1,coaE,36,C,C,1359
WP_011131687.1,coaE,36,HV,A,7
WP_011131687.1,coaE,36,HV,B,25
WP_011131687.1,coaE,36,HV,C,11
WP_011131689.1,PMM0051,0,C,A,5538
WP_011131689.1,PMM0051,0,C,B,6288
WP_011131689.1,PMM0051,0,C,C,7954
WP_011131689.1,PMM0051,0,HV,A,2961
WP_011131689.1,PMM0051,0,HV,B,4930
WP_011131689.1,PMM0051,0,HV,C,8925
WP_011131689.1,PMM0051,12,C,A,27497
WP_011131689.1,PMM0051,12,C,B,20063
WP_011131689.1,PMM0051,12,C,C,25152
WP_011131689.1,PMM0051,12,HV,A,7218
WP_011131689.1,PMM0051,12,HV,B,9167
WP_011131689.1,PMM0051,12,HV,C,3707
WP_011131689.1,PMM0051,24,HV,A,72
WP_011131689.1,PMM0051,24,HV,B,82
WP_011131689.1,PMM0051,24,HV,C,71
WP_011131689.1,PMM0051,24,C,A,15568
WP_011131689.1,PMM0051,24,C,B,15526
WP_011131689.1,PMM0051,36,C,A,38917
WP_011131689.1,PMM0051,36,C,B,25896
WP_011131689.1,PMM0051,36,C,C,40403
WP_011131689.1,PMM0051,36,HV,A,199
WP_011131689.1,PMM0051,36,HV,B,257
WP_011131689.1,PMM0051,36,HV,C,156
WP_011131690.1,tas,0,C,A,582
WP_011131690.1,tas,0,C,B,729
WP_011131690.1,tas,0,C,C,596
WP_011131690.1,tas,0,HV,A,394
WP_011131690.1,tas,0,HV,B,425
WP_011131690.1,tas,0,HV,C,959
WP_011131690.1,tas,12,C,A,1379
WP_011131690.1,tas,12,C,B,1126
WP_011131690.1,tas,12,C,C,982
WP_011131690.1,tas,12,HV,A,222
WP_011131690.1,tas,12,HV,B,725
WP_011131690.1,tas,12,HV,C,365
WP_011131690.1,tas,24,HV,A,33
WP_011131690.1,tas,24,HV,B,24
WP_011131690.1,tas,24,HV,C,16
WP_011131690.1,tas,24,C,A,1010
WP_011131690.1,tas,24,C,B,781
WP_011131690.1,tas,36,C,A,951
WP_011131690.1,tas,36,C,B,520
WP_011131690.1,tas,36,C,C,1518
WP_011131690.1,tas,36,HV,A,19
WP_011131690.1,tas,36,HV,B,21
WP_011131690.1,tas,36,HV,C,11
WP_011131691.1,PMM0053,0,C,A,619
WP_011131691.1,PMM0053,0,C,B,754
WP_011131691.1,PMM0053,0,C,C,661
WP_011131691.1,PMM0053,0,HV,A,513
WP_011131691.1,PMM0053,0,HV,B,524
WP_011131691.1,PMM0053,0,HV,C,1010
WP_011131691.1,PMM0053,12,C,A,1748
WP_011131691.1,PMM0053,12,C,B,1396
WP_011131691.1,PMM0053,12,C,C,1013
WP_011131691.1,PMM0053,12,HV,A,297
WP_011131691.1,PMM0053,12,HV,B,725
WP_011131691.1,PMM0053,12,HV,C,309
WP_011131691.1,PMM0053,24,HV,A,19
WP_011131691.1,PMM0053,24,HV,B,9
WP_011131691.1,PMM0053,24,HV,C,28
WP_011131691.1,PMM0053,24,C,A,1059
WP_011131691.1,PMM0053,24,C,B,782
WP_011131691.1,PMM0053,36,C,A,1038
WP_011131691.1,PMM0053,36,C,B,570
WP_011131691.1,PMM0053,36,C,C,1512
WP_011131691.1,PMM0053,36,HV,A,18
WP_011131691.1,PMM0053,36,HV,B,27
WP_011131691.1,PMM0053,36,HV,C,14
WP_011131697.1,PMM0059,0,C,A,1287
WP_011131697.1,PMM0059,0,C,B,1691
WP_011131697.1,PMM0059,0,C,C,1313
WP_011131697.1,PMM0059,0,HV,A,1056
WP_011131697.1,PMM0059,0,HV,B,1135
WP_011131697.1,PMM0059,0,HV,C,2218
WP_011131697.1,PMM0059,12,C,A,2265
WP_011131697.1,PMM0059,12,C,B,1662
WP_011131697.1,PMM0059,12,C,C,1376
WP_011131697.1,PMM0059,12,HV,A,475
WP_011131697.1,PMM0059,12,HV,B,1278
WP_011131697.1,PMM0059,12,HV,C,553
WP_011131697.1,PMM0059,24,HV,A,38
WP_011131697.1,PMM0059,24,HV,B,42
WP_011131697.1,PMM0059,24,HV,C,27
WP_011131697.1,PMM0059,24,C,A,2043
WP_011131697.1,PMM0059,24,C,B,1335
WP_011131697.1,PMM0059,36,C,A,1481
WP_011131697.1,PMM0059,36,C,B,1014
WP_011131697.1,PMM0059,36,C,C,1860
WP_011131697.1,PMM0059,36,HV,A,28
WP_011131697.1,PMM0059,36,HV,B,38
WP_011131697.1,PMM0059,36,HV,C,23
WP_011131698.1,accC,0,C,A,8043
WP_011131698.1,accC,0,C,B,7502
WP_011131698.1,accC,0,C,C,9448
WP_011131698.1,accC,0,HV,A,5586
WP_011131698.1,accC,0,HV,B,4857
WP_011131698.1,accC,0,HV,C,13563
WP_011131698.1,accC,12,C,A,6561
WP_011131698.1,accC,12,C,B,5255
WP_011131698.1,accC,12,C,C,5720
WP_011131698.1,accC,12,HV,A,1457
WP_011131698.1,accC,12,HV,B,3219
WP_011131698.1,accC,12,HV,C,1352
WP_011131698.1,accC,24,HV,A,163
WP_011131698.1,accC,24,HV,B,118
WP_011131698.1,accC,24,HV,C,90
WP_011131698.1,accC,24,C,A,15464
WP_011131698.1,accC,24,C,B,14846
WP_011131698.1,accC,36,C,A,7265
WP_011131698.1,accC,36,C,B,4357
WP_011131698.1,accC,36,C,C,8877
WP_011131698.1,accC,36,HV,A,65
WP_011131698.1,accC,36,HV,B,110
WP_011131698.1,accC,36,HV,C,52
WP_011131699.1,PMM0061,0,C,A,1534
WP_011131699.1,PMM0061,0,C,B,1957
WP_011131699.1,PMM0061,0,C,C,1556
WP_011131699.1,PMM0061,0,HV,A,1113
WP_011131699.1,PMM0061,0,HV,B,1909
WP_011131699.1,PMM0061,0,HV,C,2774
WP_011131699.1,PMM0061,12,C,A,2280
WP_011131699.1,PMM0061,12,C,B,1916
WP_011131699.1,PMM0061,12,C,C,2497
WP_011131699.1,PMM0061,12,HV,A,535
WP_011131699.1,PMM0061,12,HV,B,1954
WP_011131699.1,PMM0061,12,HV,C,1007
WP_011131699.1,PMM0061,24,HV,A,47
WP_011131699.1,PMM0061,24,HV,B,61
WP_011131699.1,PMM0061,24,HV,C,21
WP_011131699.1,PMM0061,24,C,A,2354
WP_011131699.1,PMM0061,24,C,B,2603
WP_011131699.1,PMM0061,36,C,A,2362
WP_011131699.1,PMM0061,36,C,B,1359
WP_011131699.1,PMM0061,36,C,C,2686
WP_011131699.1,PMM0061,36,HV,A,21
WP_011131699.1,PMM0061,36,HV,B,29
WP_011131699.1,PMM0061,36,HV,C,20
WP_011131703.1,mcyH,0,C,A,8333
WP_011131703.1,mcyH,0,C,B,10936
WP_011131703.1,mcyH,0,C,C,7029
WP_011131703.1,mcyH,0,HV,A,7588
WP_011131703.1,mcyH,0,HV,B,6252
WP_011131703.1,mcyH,0,HV,C,9296
WP_011131703.1,mcyH,12,C,A,8089
WP_011131703.1,mcyH,12,C,B,6287
WP_011131703.1,mcyH,12,C,C,6493
WP_011131703.1,mcyH,12,HV,A,2004
WP_011131703.1,mcyH,12,HV,B,5558
WP_011131703.1,mcyH,12,HV,C,2644
WP_011131703.1,mcyH,24,HV,A,273
WP_011131703.1,mcyH,24,HV,B,269
WP_011131703.1,mcyH,24,HV,C,123
WP_011131703.1,mcyH,24,C,A,8639
WP_011131703.1,mcyH,24,C,B,8081
WP_011131703.1,mcyH,36,C,A,6364
WP_011131703.1,mcyH,36,C,B,3429
WP_011131703.1,mcyH,36,C,C,8095
WP_011131703.1,mcyH,36,HV,A,106
WP_011131703.1,mcyH,36,HV,B,101
WP_011131703.1,mcyH,36,HV,C,76
WP_011131705.1,hit,0,C,A,1293
WP_011131705.1,hit,0,C,B,1707
WP_011131705.1,hit,0,C,C,1941
WP_011131705.1,hit,0,HV,A,1439
WP_011131705.1,hit,0,HV,B,1551
WP_011131705.1,hit,0,HV,C,3416
WP_011131705.1,hit,12,C,A,2719
WP_011131705.1,hit,12,C,B,2875
WP_011131705.1,hit,12,C,C,3427
WP_011131705.1,hit,12,HV,A,589
WP_011131705.1,hit,12,HV,B,1746
WP_011131705.1,hit,12,HV,C,542
WP_011131705.1,hit,24,HV,A,29
WP_011131705.1,hit,24,HV,B,35
WP_011131705.1,hit,24,HV,C,34
WP_011131705.1,hit,24,C,A,2939
WP_011131705.1,hit,24,C,B,2771
WP_011131705.1,hit,36,C,A,3078
WP_011131705.1,hit,36,C,B,1776
WP_011131705.1,hit,36,C,C,3387
WP_011131705.1,hit,36,HV,A,23
WP_011131705.1,hit,36,HV,B,81
WP_011131705.1,hit,36,HV,C,23
WP_011131706.1,def,0,C,A,1525
WP_011131706.1,def,0,C,B,1817
WP_011131706.1,def,0,C,C,1792
WP_011131706.1,def,0,HV,A,1622
WP_011131706.1,def,0,HV,B,1274
WP_011131706.1,def,0,HV,C,2755
WP_011131706.1,def,12,C,A,4536
WP_011131706.1,def,12,C,B,3141
WP_011131706.1,def,12,C,C,3136
WP_011131706.1,def,12,HV,A,977
WP_011131706.1,def,12,HV,B,2088
WP_011131706.1,def,12,HV,C,867
WP_011131706.1,def,24,HV,A,60
WP_011131706.1,def,24,HV,B,60
WP_011131706.1,def,24,HV,C,46
WP_011131706.1,def,24,C,A,3142
WP_011131706.1,def,24,C,B,2572
WP_011131706.1,def,36,C,A,3425
WP_011131706.1,def,36,C,B,2415
WP_011131706.1,def,36,C,C,4211
WP_011131706.1,def,36,HV,A,35
WP_011131706.1,def,36,HV,B,75
WP_011131706.1,def,36,HV,C,29
WP_011131708.1,sufS,0,C,A,3303
WP_011131708.1,sufS,0,C,B,3603
WP_011131708.1,sufS,0,C,C,2458
WP_011131708.1,sufS,0,HV,A,2703
WP_011131708.1,sufS,0,HV,B,2344
WP_011131708.1,sufS,0,HV,C,4108
WP_011131708.1,sufS,12,C,A,2653
WP_011131708.1,sufS,12,C,B,2034
WP_011131708.1,sufS,12,C,C,2382
WP_011131708.1,sufS,12,HV,A,483
WP_011131708.1,sufS,12,HV,B,1267
WP_011131708.1,sufS,12,HV,C,482
WP_011131708.1,sufS,24,HV,A,42
WP_011131708.1,sufS,24,HV,B,30
WP_011131708.1,sufS,24,HV,C,29
WP_011131708.1,sufS,24,C,A,2626
WP_011131708.1,sufS,24,C,B,2750
WP_011131708.1,sufS,36,C,A,2185
WP_011131708.1,sufS,36,C,B,1247
WP_011131708.1,sufS,36,C,C,2403
WP_011131708.1,sufS,36,HV,A,39
WP_011131708.1,sufS,36,HV,B,39
WP_011131708.1,sufS,36,HV,C,24
WP_011131709.1,sufD,0,C,A,1264
WP_011131709.1,sufD,0,C,B,1447
WP_011131709.1,sufD,0,C,C,1274
WP_011131709.1,sufD,0,HV,A,795
WP_011131709.1,sufD,0,HV,B,1225
WP_011131709.1,sufD,0,HV,C,2640
WP_011131709.1,sufD,12,C,A,2409
WP_011131709.1,sufD,12,C,B,1556
WP_011131709.1,sufD,12,C,C,1792
WP_011131709.1,sufD,12,HV,A,387
WP_011131709.1,sufD,12,HV,B,1192
WP_011131709.1,sufD,12,HV,C,590
WP_011131709.1,sufD,24,HV,A,74
WP_011131709.1,sufD,24,HV,B,49
WP_011131709.1,sufD,24,HV,C,34
WP_011131709.1,sufD,24,C,A,1615
WP_011131709.1,sufD,24,C,B,1341
WP_011131709.1,sufD,36,C,A,984
WP_011131709.1,sufD,36,C,B,517
WP_011131709.1,sufD,36,C,C,1511
WP_011131709.1,sufD,36,HV,A,11
WP_011131709.1,sufD,36,HV,B,29
WP_011131709.1,sufD,36,HV,C,17
WP_011131710.1,sufC,0,C,A,3680
WP_011131710.1,sufC,0,C,B,4016
WP_011131710.1,sufC,0,C,C,4569
WP_011131710.1,sufC,0,HV,A,3574
WP_011131710.1,sufC,0,HV,B,3349
WP_011131710.1,sufC,0,HV,C,6707
WP_011131710.1,sufC,12,C,A,6377
WP_011131710.1,sufC,12,C,B,4425
WP_011131710.1,sufC,12,C,C,5561
WP_011131710.1,sufC,12,HV,A,1339
WP_011131710.1,sufC,12,HV,B,3527
WP_011131710.1,sufC,12,HV,C,1689
WP_011131710.1,sufC,24,HV,A,206
WP_011131710.1,sufC,24,HV,B,186
WP_011131710.1,sufC,24,HV,C,110
WP_011131710.1,sufC,24,C,A,5498
WP_011131710.1,sufC,24,C,B,5865
WP_011131710.1,sufC,36,C,A,5086
WP_011131710.1,sufC,36,C,B,3046
WP_011131710.1,sufC,36,C,C,6071
WP_011131710.1,sufC,36,HV,A,67
WP_011131710.1,sufC,36,HV,B,93
WP_011131710.1,sufC,36,HV,C,47
WP_011131711.1,sufB,0,C,A,13826
WP_011131711.1,sufB,0,C,B,16465
WP_011131711.1,sufB,0,C,C,14479
WP_011131711.1,sufB,0,HV,A,12040
WP_011131711.1,sufB,0,HV,B,11470
WP_011131711.1,sufB,0,HV,C,19913
WP_011131711.1,sufB,12,C,A,19140
WP_011131711.1,sufB,12,C,B,13727
WP_011131711.1,sufB,12,C,C,18139
WP_011131711.1,sufB,12,HV,A,3973
WP_011131711.1,sufB,12,HV,B,8134
WP_011131711.1,sufB,12,HV,C,3936
WP_011131711.1,sufB,24,HV,A,367
WP_011131711.1,sufB,24,HV,B,366
WP_011131711.1,sufB,24,HV,C,306
WP_011131711.1,sufB,24,C,A,20051
WP_011131711.1,sufB,24,C,B,24866
WP_011131711.1,sufB,36,C,A,18845
WP_011131711.1,sufB,36,C,B,13192
WP_011131711.1,sufB,36,C,C,22388
WP_011131711.1,sufB,36,HV,A,241
WP_011131711.1,sufB,36,HV,B,310
WP_011131711.1,sufB,36,HV,C,184
WP_011131713.1,PMM0075,0,C,A,16865
WP_011131713.1,PMM0075,0,C,B,28420
WP_011131713.1,PMM0075,0,C,C,12943
WP_011131713.1,PMM0075,0,HV,A,17075
WP_011131713.1,PMM0075,0,HV,B,20696
WP_011131713.1,PMM0075,0,HV,C,16151
WP_011131713.1,PMM0075,12,C,A,19514
WP_011131713.1,PMM0075,12,C,B,19507
WP_011131713.1,PMM0075,12,C,C,21452
WP_011131713.1,PMM0075,12,HV,A,5045
WP_011131713.1,PMM0075,12,HV,B,11105
WP_011131713.1,PMM0075,12,HV,C,4350
WP_011131713.1,PMM0075,24,HV,A,161
WP_011131713.1,PMM0075,24,HV,B,150
WP_011131713.1,PMM0075,24,HV,C,182
WP_011131713.1,PMM0075,24,C,A,12397
WP_011131713.1,PMM0075,24,C,B,11137
WP_011131713.1,PMM0075,36,C,A,18299
WP_011131713.1,PMM0075,36,C,B,11930
WP_011131713.1,PMM0075,36,C,C,19265
WP_011131713.1,PMM0075,36,HV,A,138
WP_011131713.1,PMM0075,36,HV,B,249
WP_011131713.1,PMM0075,36,HV,C,106
WP_011131714.1,pgm,0,C,A,11812
WP_011131714.1,pgm,0,C,B,14906
WP_011131714.1,pgm,0,C,C,10293
WP_011131714.1,pgm,0,HV,A,6682
WP_011131714.1,pgm,0,HV,B,14046
WP_011131714.1,pgm,0,HV,C,14725
WP_011131714.1,pgm,12,C,A,7539
WP_011131714.1,pgm,12,C,B,6805
WP_011131714.1,pgm,12,C,C,7434
WP_011131714.1,pgm,12,HV,A,1273
WP_011131714.1,pgm,12,HV,B,4278
WP_011131714.1,pgm,12,HV,C,1875
WP_011131714.1,pgm,24,HV,A,127
WP_011131714.1,pgm,24,HV,B,86
WP_011131714.1,pgm,24,HV,C,116
WP_011131714.1,pgm,24,C,A,8405
WP_011131714.1,pgm,24,C,B,12639
WP_011131714.1,pgm,36,C,A,4960
WP_011131714.1,pgm,36,C,B,2848
WP_011131714.1,pgm,36,C,C,6210
WP_011131714.1,pgm,36,HV,A,64
WP_011131714.1,pgm,36,HV,B,105
WP_011131714.1,pgm,36,HV,C,63
WP_011131715.1,mgs1,0,C,A,2695
WP_011131715.1,mgs1,0,C,B,4036
WP_011131715.1,mgs1,0,C,C,3009
WP_011131715.1,mgs1,0,HV,A,2085
WP_011131715.1,mgs1,0,HV,B,4531
WP_011131715.1,mgs1,0,HV,C,5046
WP_011131715.1,mgs1,12,C,A,3000
WP_011131715.1,mgs1,12,C,B,2421
WP_011131715.1,mgs1,12,C,C,2612
WP_011131715.1,mgs1,12,HV,A,603
WP_011131715.1,mgs1,12,HV,B,2212
WP_011131715.1,mgs1,12,HV,C,1065
WP_011131715.1,mgs1,24,HV,A,116
WP_011131715.1,mgs1,24,HV,B,71
WP_011131715.1,mgs1,24,HV,C,61
WP_011131715.1,mgs1,24,C,A,2686
WP_011131715.1,mgs1,24,C,B,3705
WP_011131715.1,mgs1,36,C,A,1643
WP_011131715.1,mgs1,36,C,B,1089
WP_011131715.1,mgs1,36,C,C,2220
WP_011131715.1,mgs1,36,HV,A,29
